iso2c,country,year,status,lastupdated,agrid_land_km,agrid_land_per,arable_per,rural_below_5,rural_below_5_per,urban_below_5,urban_below_5_per,land_below_5_per,forest_km,forest_per,irrigated_land_per,avg_precip_mm,cereal_yield,pop_growth,pop_tot,urban_pop_growth,urban_pop,urban_pop_per,for_invest_per,ease_business,cpia_public_sec,school_enroll,school_complete,mort_rate,health_workers,underweight_5_per,pov_headcount,elec_access_per,coal_power_per,hydro_power_per,gas_power_per,nuke_power_per,oil_power_per,renew_power_per,renew_non_hydro,renew_non_hydro_per,renew_consum_per,energy_use_oil_eqiv,elec_consum_kw,energy_use_oil_percap,co2_intensity,co2_gaseous_kt,co2_gaseous_per,co2_emissions,co2_emissions_met,co2_liquid_kt,co2_liquid_per,co2_emmision_mt,co2_emission_ppp,co2_emission_2017,co2_solid_kt,co2_solid_per,other_greenhouse_mt,other_greenhouse_per,total_greenhouse_mt,total_greenhouse_per,hfc_emissions_mt,methane_mt,methane_per,no_emission_mt,no_emission_per,pfc_emission_mt,sf6_emission_mt,disaster_risk_score,ghg_emission_mt,dro_flood_extemp_per,rural_pop_below_5,urban_pop_below_5,pop_below_5_per,pop_agglo_mil_per,water_withdrawals_cub,water_withdrawals_per,terr_protect_per,marine_protect_per,terr_mari_protect_per,agri_forest_fish_gdp_per,iso3c,region,capital,longitude,latitude,income,lending
BW,Botswana,2015,,4/8/2022,258616,45.63301749,0.458066451,NA,NA,NA,NA,NA,158462,27.96075733,NA,NA,940.5,1.525068549,2120716,2.703892597,1424167,67.155,2.787841797,NA,NA,NA,94.55426788,49.7,NA,NA,14.5,62.13,96.35995956,0,0,NA,3.606336367,0.033704078,1000000,0.033704078,28.22800064,NA,NA,NA,NA,3.667,0.050859917,0.499979422,7210,2519.229,34.94076283,3.399795164,0.23223345,0.228236899,2900.597,40.23019417,661.4555473,NA,14400,NA,NA,4260,NA,2790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.940901212,BWA,Sub-Saharan Africa,Gaborone,25.9201,-24.6544,Upper middle income,IBRD
BY,Belarus,2015,,4/8/2022,85742,42.24201638,27.97051897,NA,NA,NA,NA,NA,86335,42.53416626,0.352219449,NA,3690.2,0.132853237,9461076,0.767134236,7302153,77.181,2.926769593,NA,NA,0.991069973,96.76220703,4.1,NA,NA,0,100,0,0.313948712,97.86690922,NA,1.06214424,0.815679831,171000000,0.501731119,6.823999882,NA,NA,NA,NA,36266.63,66.07147021,0.97228338,54890,16772.858,30.55721989,5.801665688,0.3206108,0.315947616,2929.933,5.337826562,-4759.132813,NA,84480,NA,NA,16980,NA,12530,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.56027243,NA,NA,NA,NA,NA,6.283296561,BLR,Europe & Central Asia,Minsk,27.5766,53.9678,Upper middle income,IBRD
BZ,Belize,2015,,4/8/2022,1700,7.452871548,3.857957036,NA,NA,NA,NA,NA,13328.3,58.43182815,NA,NA,2897.8,2.116860418,360926,2.273610649,163882,45.406,3.43376836,NA,NA,0.982169986,104.2317963,15.3,NA,4.6,NA,91.8,NA,NA,NA,NA,NA,45.23993047,NA,NA,32.72639847,NA,NA,NA,NA,3.667,0.555606061,0.383341825,660,575.719,87.23015152,1.828629691,0.252722904,0.248501768,0,0,-337.4898513,NA,1480,NA,NA,480,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9257636,BLZ,Latin America & Caribbean,Belmopan,-88.7713,17.2534,Lower middle income,IBRD
CA,Canada,2015,,4/8/2022,579850,6.467505206,4.269880733,NA,NA,NA,NA,NA,3471157.1,38.71643807,1.559886177,NA,3680.2,0.746339478,35702908,0.796807975,29011826,81.259,3.853894537,NA,NA,1.00838995,NA,5.4,NA,NA,0.2,100,9.836449295,56.74419298,10.01595253,15.54656052,1.214777708,63.01145004,42037000000,6.267257059,22.64220047,160.5849708,NA,7631.34157,2.050935083,199946.842,35.78146779,0.359008567,558800,269326.482,48.19729456,15.65138616,0.350377388,0.32934935,70670.424,12.6468189,-111545.3438,NA,707930,NA,NA,94850,NA,41860,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.75307143,NA,NA,NA,NA,NA,1.869835946,CAN,North America,Ottawa,-75.6919,45.4215,High income,Not classified
CD,"Congo, Dem. Rep.",2015,,4/8/2022,322000,14.20348029,5.513773406,NA,NA,NA,NA,NA,1316621.2,58.07640767,NA,NA,768.7,3.302819182,76244532,4.621727705,32586913,42.74,3.074342219,NA,2.5,0.889490008,69.91117096,95.9,NA,NA,NA,16.43629265,0,99.70923731,0.044732722,NA,0.134198166,99.82106911,10000000,0.111831805,95.81829834,NA,NA,NA,NA,3.667,0.126885813,0.076217693,2890,2636.573,91.23089965,0.037904358,0.041862425,0.035582848,0,0,-1876.380703,NA,57980,NA,NA,37360,NA,16170,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.38981109,NA,NA,NA,NA,NA,18.3703885,COD,Sub-Saharan Africa,Kinshasa,15.3222,-4.325,Low income,IDA
CF,Central African Republic,2015,,4/8/2022,50800,8.154354875,2.889338342,NA,NA,NA,NA,NA,224530,36.04128543,NA,NA,884.1,0.647515777,4493171,1.440159888,1809714,40.277,0.176904972,NA,2.2,NA,NA,123.3,NA,NA,NA,12.74572849,NA,NA,NA,NA,NA,99.41520468,NA,NA,84.23459625,NA,NA,NA,NA,0,0,0.182801804,310,293.36,94.63225806,0.06899359,0.087665132,0.080907244,0,0,-199.6019185,NA,53480,NA,NA,22240,NA,30910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.52738103,CAF,Sub-Saharan Africa,Bangui,21.6407,5.63056,Low income,IDA
CG,"Congo, Rep.",2015,,4/8/2022,106270,31.11859444,1.610541728,NA,NA,NA,NA,NA,220150,64.46559297,NA,NA,820.2,2.483756987,4856093,3.18497598,3182829,65.543,35.99449836,NA,2.5,NA,NA,52.6,NA,NA,NA,44.18732071,0,53.34486736,46.65513264,NA,0,53.34486736,0,0,64.15080261,NA,NA,NA,NA,524.381,15.24363372,0.289428818,3440,2357.881,68.54305233,0.70838841,0.152678323,0.135594831,0,0,-1238.492901,NA,9200,NA,NA,3360,NA,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.99780214,NA,NA,NA,NA,NA,5.93644272,COG,Sub-Saharan Africa,Brazzaville,15.2662,-4.2767,Lower middle income,Blend
CH,Switzerland,2015,,4/8/2022,15189.336,38.438416,10.08195408,NA,NA,NA,NA,NA,12519.1,31.68106715,NA,NA,6431.5,1.138337152,8282396,1.168186391,6105617,73.718,16.91269259,NA,NA,0.979340017,95.77346802,4.3,NA,NA,0,100,0,57.88159826,1.001558316,34.93199389,0.068081759,62.19798175,2853000000,4.316383497,23.95739937,43.51390452,NA,2960.073389,1.591989069,6530.927,16.73309506,0.055586446,39030,26450.071,67.76856521,4.712404478,0.071378217,0.06927366,502.379,1.287161158,30.83007813,NA,47710,NA,NA,4900,NA,2180,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.02224767,NA,NA,NA,NA,NA,0.619280783,CHE,Europe & Central Asia,Bern,7.44821,46.948,High income,Not classified
CI,Cote d'Ivoire,2015,,4/8/2022,212000,66.66666667,11.00628931,NA,NA,NA,NA,NA,34011.5,10.69544025,NA,NA,2235.1,2.522164778,23226148,3.395642142,11483937,49.444,1.079150197,NA,3.1,0.818220019,60.44213104,90.8,NA,NA,29.8,62.6,0,15.52060613,78.05074044,NA,5.223280909,16.72597865,105000000,1.205372518,64.83360291,NA,NA,NA,NA,3861.351,40.39070084,0.208666933,9560,5551.838,58.07361925,0.411605058,0.088462244,0.093183396,0,0,2148.478333,NA,21460,NA,NA,6280,NA,3090,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.51711924,NA,NA,NA,NA,NA,18.36220725,CIV,Sub-Saharan Africa,Yamoussoukro,-4.0305,5.332,Lower middle income,IDA
CL,Chile,2015,,4/8/2022,157850,21.22975205,1.765895752,NA,NA,NA,NA,NA,175960.8,23.66553154,NA,NA,7082.3,1.177717857,17969356,1.242981951,15698029,87.36,8.559863147,NA,NA,0.988600016,96.97695923,7.9,NA,NA,0.3,99.714844,37.14433523,31.6778755,15.06493162,0,4.186398185,43.60433496,8991000000,11.92645947,25.06509972,82.0587828,NA,2005.550728,2.27451482,9119.829,11.1258131,0.336054072,81970,44389.035,54.15278151,4.561654853,0.200966834,0.186643918,27183.471,33.16270709,7292.126465,NA,104020,NA,NA,12850,NA,6730,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.30160146,NA,NA,NA,NA,NA,3.63888345,CHL,Latin America & Caribbean,Santiago,-70.6475,-33.475,High income,IBRD
CM,Cameroon,2015,,4/8/2022,97500,20.62575363,13.11586385,NA,NA,NA,NA,NA,206204.8,43.62184003,NA,NA,1625,2.681848111,23298376,3.790987418,12715788,54.578,2.155640218,NA,2.9,0.883459985,74.17043304,88,NA,NA,NA,58.55207825,0,74.99260136,5.992897307,NA,17.88990826,76.11719444,76000000,1.124593075,78.03559875,NA,NA,NA,NA,942.419,11.76553059,0.258983144,8010,6182.562,77.18554307,0.343800787,0.101248043,0.09629129,0,0,819.9024658,NA,87300,NA,NA,14620,NA,62610,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.04835204,NA,NA,NA,NA,NA,17.2094159,CMR,Sub-Saharan Africa,Yaounde,11.5174,3.8721,Lower middle income,Blend
CN,China,2015,,4/8/2022,5286334,56.09020144,12.68935693,NA,NA,NA,NA,NA,2102942.5,22.31309418,NA,NA,5896.3,0.581456147,1379860000,2.842870548,765822300,55.5,2.192181603,NA,NA,1.01157999,NA,10.7,NA,NA,0.7,100,70.30942695,19.06981297,2.487030638,NA,0.165618383,23.92681717,2.84E+11,4.857004208,12.24530029,NA,NA,NA,NA,366949.356,3.732790488,0.888702511,9830430,1328664.11,13.51582901,7.124222747,0.55237228,0.564860777,7272926.115,73.98380452,-382872,NA,11859290,NA,NA,1237520,NA,542900,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.96263215,NA,NA,NA,NA,NA,8.387014882,CHN,East Asia & Pacific,Beijing,116.286,40.0495,Upper middle income,IBRD
CO,Colombia,2015,,4/8/2022,447539,40.33699865,1.560612889,NA,NA,NA,NA,NA,601346.6,54.19978369,NA,NA,4290.4,1.170445199,47520667,1.608945663,37904385,79.764,3.959541851,NA,NA,1.021569967,100.0330505,15.5,NA,NA,4.6,98.186898,11.85215237,64.95935784,19.34306041,NA,0.567976006,68.23681122,2262000000,3.277453381,31.59950066,NA,NA,NA,NA,23120.435,28.53317907,0.276098941,81030,43959.996,54.25150685,1.705152834,0.128537532,0.120969302,19160.075,23.64565593,7665.59668,NA,176980,NA,NA,71200,NA,19790,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.72206659,NA,NA,NA,NA,NA,5.980424808,COL,Latin America & Caribbean,Bogota,-74.082,4.60987,Upper middle income,IBRD
CR,Costa Rica,2015,,4/8/2022,17775,34.8119859,4.964747356,NA,NA,NA,NA,NA,29530.3,57.83450842,NA,NA,3831.6,1.087098543,4847805,2.292593393,3726120,76.862,5.236394871,NA,NA,1.016720057,99.58660126,9.1,NA,NA,1.5,99.409804,0,74.61154273,0,NA,0.998890122,99.00110988,2637000000,24.38956715,38.32630157,NA,NA,NA,NA,0,0,0.133588657,7540,6439.252,85.40122016,1.555343088,0.091004716,0.081254249,275.025,3.647546419,7.496582031,NA,14630,NA,NA,4640,NA,1830,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7562536,NA,NA,NA,NA,NA,4.749110429,CRI,Latin America & Caribbean,San Jose,-84.0089,9.63701,Upper middle income,IBRD
CU,Cuba,2015,,4/8/2022,62403,59.94524496,28.95004803,NA,NA,NA,NA,NA,31840,30.58597502,NA,NA,2964.6,0.157902542,11324777,0.203438172,8708301,76.896,NA,NA,NA,0.985199988,97.07624054,5.7,NA,NA,NA,98.67454529,0,0.23659306,14.54061514,NA,45.96805994,3.948146688,753000000,3.711553628,20.0916996,NA,NA,NA,NA,2390.884,8.697286286,0.315494703,27490,26079.704,94.86978538,2.427420867,NA,NA,22.002,0.080036377,-1955.488342,NA,44560,NA,NA,12780,NA,3840,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.75266065,NA,NA,NA,NA,NA,3.835515821,CUB,Latin America & Caribbean,Havana,-82.3667,23.1333,Upper middle income,Not classified
CV,Cabo Verde,2015,,4/8/2022,790,19.60297767,12.40694789,NA,NA,NA,NA,NA,442.2,10.97270471,NA,NA,276.5,1.239498293,524740,2.004497457,337408,64.3,6.01649897,NA,4,1.014520049,95.21536255,19.5,NA,NA,3.4,87.13669586,NA,NA,NA,NA,NA,20.20849659,NA,NA,26.34900093,NA,NA,NA,NA,0,0,0.313126196,500,495.045,99.009,0.952852841,0.158956979,0.152045766,0,0,412.8261142,NA,720,NA,NA,130,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.737394762,CPV,Sub-Saharan Africa,Praia,-23.5087,14.9218,Lower middle income,Blend
CW,Curacao,2015,,4/8/2022,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.157657658,NA,NA,NA,1.319593903,157980,1.217371631,141158,89.352,4.645935888,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,3.712296984,NA,NA,1.601500034,NA,NA,NA,NA,275.025,NA,NA,NA,6120.223,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22328753,CUW,Latin America & Caribbean,Willemstad,,,High income,Not classified
CY,Cyprus,2015,,4/8/2022,1266.8,13.70995671,10.64718615,NA,NA,NA,NA,NA,1727.1,18.69155844,19.97158194,NA,2683,0.751316386,1160987,0.624409145,777234,66.946,145.9527366,NA,NA,0.996190012,96.81906128,2.9,NA,NA,0,100,0,0,0,NA,91.21994264,8.780057357,398000000,8.780057357,10.54349995,NA,NA,NA,NA,0,0,0.341692463,6780,5727.854,84.48162242,5.839858672,0.251402902,0.232154664,14.668,0.216342183,454.6368713,NA,8140,NA,NA,700,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.874271799,CYP,Europe & Central Asia,Nicosia,33.3736,35.1676,High income,Not classified
CZ,Czech Republic,2015,,4/8/2022,34940,45.25320554,32.24970859,NA,NA,NA,NA,NA,26683.9,34.5601606,0.515168861,NA,5880.6,0.196588748,10546059,0.323237456,7748928,73.477,0.90405097,NA,NA,1.007060051,96.07079315,3.2,NA,NA,0,100,53.06115038,2.172702624,2.740389271,32.48886414,0.113779413,11.40457054,7627000000,9.231867919,14.84549999,106.723023,NA,3860.002964,2.480604525,14847.683,14.70358784,0.537033249,100980,19937.479,19.74398792,9.575140818,0.282458476,0.264737614,63182.41,62.56923153,-6305.385254,NA,122290,NA,NA,12730,NA,5570,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.0375583,NA,NA,NA,NA,NA,2.211213873,CZE,Europe & Central Asia,Prague,14.4205,50.0878,High income,Not classified
DE,Germany,2015,,4/8/2022,167310,47.95906667,33.95631485,NA,NA,NA,NA,NA,114190,32.73232815,NA,NA,7497.8,0.865702644,81686611,0.878656939,63062064,77.2,1.859895133,NA,NA,0.966109991,98.91829681,3.9,NA,NA,0,100,44.26280916,2.960682843,9.83155139,14.31992599,0.968692616,29.23177012,1.68E+11,26.27108728,14.55029964,74.62083343,NA,3817.549415,2.380399034,149224.898,20.1027735,0.221173382,742310,253774.735,34.18716372,9.087290939,0.190870253,0.17762736,308486.375,41.55762081,-11502.91406,NA,847460,NA,NA,56800,NA,36240,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.540494953,NA,NA,NA,NA,NA,0.684691591,DEU,Europe & Central Asia,Berlin,13.4115,52.5235,High income,Not classified
DJ,Djibouti,2015,,4/8/2022,17020,73.4253667,0.086281277,NA,NA,NA,NA,NA,56,0.241587575,NA,NA,2008.8,1.687131961,913998,1.82033754,707590,77.417,5.918351968,NA,2.7,1.005810022,65.59613037,65.8,NA,NA,NA,57.66145325,NA,NA,NA,NA,NA,0,NA,NA,28.18020058,NA,NA,NA,NA,0,0,0.222195891,540,539.049,99.82388889,0.590810921,0.12915453,0.131618823,0,0,-895.2917995,NA,1520,NA,NA,680,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14830383,DJI,Middle East & North Africa,Djibouti,43.1425,11.5806,Lower middle income,IDA
DK,Denmark,2015,,4/8/2022,26338.99,65.847475,58.791275,NA,NA,NA,NA,NA,6246.8,15.617,5.543113081,NA,6884.7,0.70642385,5683483,0.839047238,4974525,87.526,0.611475183,NA,NA,1.018450022,98.73802948,4.1,NA,NA,0.2,100,24.54485784,0.06218261,6.27353439,0,1.081286489,65.50592462,18944000000,65.44374201,32.97779846,53.25153451,NA,2816.614565,2.098926792,6534.594,19.44819643,0.111010867,33600,16593.175,49.3844494,5.911867775,0.120538829,0.111771073,6549.262,19.49185119,-1787.867065,NA,46610,NA,NA,7180,NA,5100,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.36070733,NA,NA,NA,NA,NA,0.957580201,DNK,Europe & Central Asia,Copenhagen,12.5681,55.6763,High income,Not classified
DM,Dominica,2015,,4/8/2022,250,33.33333333,8,NA,NA,NA,NA,NA,478.7,63.82666667,NA,NA,1580.6,0.118088665,71175,0.548723219,49523,69.579,1.324188287,NA,3.8,0.986060023,105.9535828,31.1,NA,NA,NA,99.77677155,NA,NA,NA,NA,NA,16.17578926,NA,NA,8.627599716,NA,NA,NA,NA,0,0,0.332878992,180,176.016,97.78666667,2.528977871,0.226993288,0.212989124,0,0,6.998724774,NA,250,NA,NA,40,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.05557572,DMA,Latin America & Caribbean,Roseau,-61.39,15.2976,Upper middle income,Blend
DO,Dominican Republic,2015,,4/8/2022,24290,50.27944525,18.15359139,NA,NA,NA,NA,NA,21036.5,43.54481474,NA,NA,3101.5,1.1394833,10281675,2.286479581,8077901,78.566,3.129776532,NA,NA,0.98536998,99.52607727,35,NA,NA,1.8,98.560364,12.85691066,6.366148345,22.02958227,NA,53.48106409,11.63244298,972000000,5.266294631,15.01399994,NA,NA,NA,NA,2027.851,8.647552239,0.329516723,23450,16633.512,70.9318209,2.280756783,0.154723802,0.148793273,2893.263,12.33800853,1679.597168,NA,36520,NA,NA,8890,NA,3140,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.63882587,NA,NA,NA,NA,NA,5.484695931,DOM,Latin America & Caribbean,Santo Domingo,-69.8908,18.479,Upper middle income,IBRD
DZ,Algeria,2015,,4/8/2022,414564,17.40592281,3.133044273,NA,NA,NA,NA,NA,19560,0.821247986,2.931419515,NA,1400.2,2.045372088,39728020,2.934305843,28146508,70.848,-0.324012084,NA,NA,NA,105.5467224,25.2,NA,NA,NA,99.18688965,0,0.210761941,98.35751039,NA,1.319805808,0.322683799,77000000,0.111921858,0.059,NA,NA,NA,NA,78833.166,54.00641639,0.879447683,145970,55562.384,38.06424882,3.674232947,0.305787522,0.31411888,502.379,0.344165925,-5048.783203,NA,212080,NA,NA,49310,NA,11870,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.52519305,NA,NA,NA,NA,NA,11.57870734,DZA,Middle East & North Africa,Algiers,3.05097,36.7397,Lower middle income,IBRD
EC,Ecuador,2015,,4/8/2022,57890,23.30890643,4.300209373,NA,NA,NA,NA,NA,128191.8,51.61531648,15.66764553,NA,4321.4,1.617938422,16212022,1.83427461,10278098,63.398,1.332154559,NA,NA,1.022459984,106.4048386,15.4,NA,NA,3.5,98.825883,0,50.70073558,12.66744096,NA,34.52961672,52.80294232,543000000,2.102206736,13.07359982,NA,NA,NA,NA,2867.594,7.042224951,0.41011022,40720,36365.639,89.30657908,2.511716305,0.227093246,0.21113291,0,0,-718.1616211,NA,66420,NA,NA,20360,NA,4670,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.58754583,NA,NA,NA,NA,NA,9.454851422,ECU,Latin America & Caribbean,Quito,-78.5243,-0.229498,Upper middle income,IBRD
EE,Estonia,2015,,4/8/2022,9930,22.84334023,15.52795031,NA,NA,NA,NA,NA,24210.1,55.69381182,NA,NA,4381.6,0.06555253,1315407,0.280631504,899949,68.416,-3.126819965,NA,NA,0.997789979,98.76663971,3.1,NA,NA,0.6,100,5.327829509,0.259191706,0.595180954,0,1.22876068,14.4187386,1475000000,14.15954689,27.55599976,134.4551323,NA,4173.326583,2.799827966,894.748,5.821392323,0.671719988,15370,491.378,3.196994144,11.68459648,0.400487597,0.37645124,14781.677,96.17226415,-6578.830139,NA,18110,NA,NA,1120,NA,1390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85804689,EST,Europe & Central Asia,Tallinn,24.7586,59.4392,High income,Not classified
EG,"Egypt, Arab Rep.",2015,,4/8/2022,37898.771,3.807199859,2.878976443,NA,NA,NA,NA,NA,484.2,0.048641318,NA,NA,7117.2,2.207025339,92442549,2.080892272,39551545,42.785,2.102581284,NA,NA,NA,NA,23.3,NA,NA,1.6,99.3,0,7.381152563,70.72871846,NA,21.01199602,8.259285514,1598000000,0.878132951,5.116000175,NA,NA,NA,NA,84219.989,37.27372826,0.686013749,225950,112114.858,49.61932197,2.444220788,0.212311971,0.231231583,1345.789,0.595613631,19652.09375,NA,306350,NA,NA,55570,NA,21630,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.53957486,NA,NA,NA,NA,NA,11.39406277,EGY,Middle East & North Africa,Cairo,31.2461,30.0982,Lower middle income,IBRD
ER,Eritrea,2015,,4/8/2022,75920,75.16831683,6.831683168,NA,NA,NA,NA,NA,10710.6,10.60455446,NA,NA,642,NA,NA,NA,NA,NA,NA,NA,2.5,0.855459988,62.84111023,46.3,NA,NA,NA,45.57744598,0,0,0,NA,99.50738916,0.492610837,2000000,0.492610837,77.07610321,NA,NA,NA,NA,0,0,NA,650,594.054,91.39292308,0.194446721,NA,NA,0,0,47.11918449,NA,7140,NA,NA,3640,NA,2800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ERI,Sub-Saharan Africa,Asmara,38.9183,15.3315,Low income,IDA
ES,Spain,2015,,4/8/2022,265765,53.18906218,24.57310056,NA,NA,NA,NA,NA,185511.8,37.12753247,13.53985664,NA,3243.1,-0.077588862,46444832,0.219325483,36971015,79.602,1.927595965,NA,NA,1.004529953,103.3596802,3.3,NA,NA,0.9,100,18.96238913,10.12988135,18.89831241,20.61866432,6.20644223,34.94989057,68948000000,24.82000922,16.29850006,68.79461388,NA,2571.340962,2.145940374,56200.442,21.92931247,0.214438848,256280,136577.415,53.29226432,5.517944386,0.158093122,0.147629139,50237.9,19.60273919,6208.849609,NA,325510,NA,NA,39210,NA,20100,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.75704724,NA,NA,NA,NA,NA,2.735363172,ESP,Europe & Central Asia,Madrid,-3.70327,40.4167,High income,Not classified
ET,Ethiopia,2015,,4/8/2022,371210,32.87159334,13.92134692,NA,NA,NA,NA,NA,174335,15.43780939,NA,NA,2556.1,2.756111616,100835453,4.994275467,19590312,19.428,4.066488561,NA,3.5,0.921459973,54.11090088,62.4,NA,NA,30.8,29,0,92.68947015,0,NA,0.038325189,99.96167481,759000000,7.272204657,91.55770111,NA,NA,NA,NA,0,0,0.199413727,12880,8885.141,68.98401398,0.127732852,0.077070782,0.071796972,1092.766,8.484208075,3345.252827,NA,161090,NA,NA,98520,NA,49190,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.838714346,NA,NA,NA,NA,NA,36.05697539,ETH,Sub-Saharan Africa,Addis Ababa,38.7468,9.02274,Low income,IDA
EU,European Union,2015,,4/8/2022,1652794.99,41.36477414,25.00437124,NA,NA,NA,NA,NA,1582568.63,39.60720739,NA,NA,5374.145376,0.21802003,444543761,0.476777055,328554220,73.90818407,5.709170349,NA,NA,1.000830054,97.98119354,4.255040535,NA,NA,NA,100,25.64397339,11.67339285,13.82911805,26.48026534,2.055826253,29.7153525,5.17E+11,18.04195965,17.67636604,77.52101509,NA,3278.352078,2.051042702,668614.0601,20.95244512,0.213888421,2896820,1195590.17,38.27024746,6.516388833,0.170484322,0.159902848,926641.7079,37.41336811,-36661.98267,NA,3621560,NA,NA,408010,NA,218380,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.15285449,NA,NA,NA,NA,NA,1.63134579,EUU,Aggregates,,,,Aggregates,Aggregates
F1,Fragile and conflict affected situations,2015,,4/8/2022,6660401.199,33.38856027,9.108742325,NA,NA,NA,NA,NA,4756480.579,23.84421504,NA,NA,1547.763535,2.377347857,830536041,3.456559903,336059484,40.55026954,1.84543026,NA,2.743333333,0.900759995,69.31268311,87.28954239,NA,NA,35.7,48.09833984,2.428073069,33.67948139,29.56176757,NA,19.7160768,36.18664368,1087000000,0.239676301,63.21892887,NA,NA,NA,NA,181960.2837,21.78591267,0.470760442,731376.5571,448890.7371,61.46898297,0.88060785,0.210557359,0.204981162,32763.41389,2.291587786,47831.61962,NA,2063350,NA,NA,907520,NA,395030,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.49850409,NA,NA,NA,NA,NA,18.35515904,FCS,Aggregates,,,,Aggregates,Aggregates
FI,Finland,2015,,4/8/2022,22734,7.480504097,7.378171169,NA,NA,NA,NA,NA,224090,73.73564542,0.351895839,NA,3613.9,0.329383886,5479531,0.388059711,4669930,85.225,7.458254315,NA,NA,1.057180047,99.03192139,2.5,NA,NA,0.1,100,8.303570127,24.44567547,7.573217488,33.89798388,0.309051416,44.49903057,13756000000,20.0533551,43.229599,131.447962,NA,5924.700125,1.318976024,5122.799,11.96356609,0.182647949,42820,20938.57,48.8990425,7.814537412,0.183881398,0.17337671,15896.445,37.12387903,-5125.297607,NA,53550,NA,NA,4600,NA,4680,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.30654412,NA,NA,NA,NA,NA,2.25370769,FIN,Europe & Central Asia,Helsinki,24.9525,60.1608,High income,Not classified
FJ,Fiji,2015,,4/8/2022,4250,23.26217843,9.031198686,NA,NA,NA,NA,NA,11066.2,60.57033388,NA,NA,3001.1,0.251861864,868632,1.188221627,475368,54.726,4.385929605,NA,NA,NA,111.6333008,24.4,NA,NA,NA,95.12813568,NA,NA,NA,NA,NA,45.01588482,NA,NA,32.67449951,NA,NA,NA,NA,0,0,0.322474082,1510,2053.52,135.994702,1.738365614,0.140051281,0.138305091,0,0,-17.64829063,NA,2370,NA,NA,620,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.871624085,FJI,East Asia & Pacific,Suva,178.399,-18.1149,Upper middle income,Blend
FM,"Micronesia, Fed. Sts.",2015,,4/8/2022,220,31.42857143,2.857142857,NA,NA,NA,NA,NA,642.7,91.81428571,NA,NA,1671.3,1.333168176,108886,1.587105886,24451,22.456,NA,NA,2.9,NA,94.63829803,28.9,NA,NA,NA,74.47687531,NA,NA,NA,NA,NA,1.601164483,NA,NA,1.448699951,NA,NA,NA,NA,0,0,0.473948774,150,143.013,95.342,1.377587569,0.411278509,0.399497171,0,0,NA,NA,230,NA,NA,50,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.20168922,FSM,East Asia & Pacific,Palikir,158.185,6.91771,Lower middle income,IDA
